title,authors,publication_date,venue,record_id,table_name,source_file,source_type,page,section_title,section_type,page_start,page_end,evidence_text,confidence,warnings,needs_review_reasons,supernova_name,redshift,peak_magnitude,filter_band,decay_rate,observation_telescope,host_galaxy_type,fit_method,fit_parameters,residual_std_dev,chi_squared,progenitor_model,paper_title,material,method,metric_value,unit,condition,metric_name,source_1,value_1,source_2,value_2,discrepancy_reason
,,,,dyn_d6d2050cca,light_curve_metrics,arxiv_2509_04073v1_ztf_sne_ia_dr2_towards_cosmology_grade_ztf_supernova_light_curves_using_scene_mo.pdf,pdf_text,3.0,2. Dataset,data,3.0,3.0,"ZTF employs a 47 deg 2 camera installed on the 48 in (1 .2 m) Schmidt telescope at the Palomar Observatory to conduct a high-cadence survey of the northern transient sky. This camera is equipped with three filters, ZTF- g (g), ZTF- r (r), and ZTF- i",0.9,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; required dynamic field missing: decay_rate; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,ZTF-g (g),,Zwicky Transient Facility (ZTF) Schmidt telescope at Palomar Observatory,,,,,,,,,,,,,,,,,,
,,,,dyn_d616191d3e,light_curve_metrics,arxiv_2509_04073v1_ztf_sne_ia_dr2_towards_cosmology_grade_ztf_supernova_light_curves_using_scene_mo.pdf,pdf_text,3.0,2. Dataset,data,3.0,3.0,"ZTF employs a 47 deg 2 camera installed on the 48 in (1 .2 m) Schmidt telescope at the Palomar Observatory to conduct a high-cadence survey of the northern transient sky. This camera is equipped with three filters, ZTF- g (g), ZTF- r (r), and ZTF- i",0.9,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; required dynamic field missing: decay_rate; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,ZTF-r (r),,Zwicky Transient Facility (ZTF) Schmidt telescope at Palomar Observatory,,,,,,,,,,,,,,,,,,
,,,,dyn_0ffdf0d76d,light_curve_metrics,arxiv_2509_04073v1_ztf_sne_ia_dr2_towards_cosmology_grade_ztf_supernova_light_curves_using_scene_mo.pdf,pdf_text,3.0,2. Dataset,data,3.0,3.0,"ZTF employs a 47 deg 2 camera installed on the 48 in (1 .2 m) Schmidt telescope at the Palomar Observatory to conduct a high-cadence survey of the northern transient sky. This camera is equipped with three filters, ZTF- g (g), ZTF- r (r), and ZTF- i",0.9,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; required dynamic field missing: decay_rate; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,ZTF-i,,Zwicky Transient Facility (ZTF) Schmidt telescope at Palomar Observatory,,,,,,,,,,,,,,,,,,
,,,,dyn_c920ec32e1,other_required_fields,arxiv_2509_04073v1_ztf_sne_ia_dr2_towards_cosmology_grade_ztf_supernova_light_curves_using_scene_mo.pdf,pdf_text,3.0,2. Dataset,data,3.0,3.0,The Zwicky Transient Facility (ZTF) SN Ia Data Release,0.95,required dynamic field missing: metric_value; required dynamic field missing: unit; required dynamic field missing: condition; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,,,,,,,,,,ZTF SNe Ia DR2: Towards cosmology-grade ZTF supernova light curves using scene modeling photometry,ZTF SN Ia Data Release 2,scene modeling photometry,,,,,,,,,
,,,,dyn_d2d8701b11,light_curve_metrics,arxiv_2509_04073v1_ztf_sne_ia_dr2_towards_cosmology_grade_ztf_supernova_light_curves_using_scene_mo.pdf,pdf_text,3.0,2. Dataset,data,3.0,3.0,"The dataset comprises of 3628 Type Ia SNe in the redshift range 0.02 < z < 0.09. The dataset is spectroscopically complete up to z∼ 0.06 and has benefited from an exquisite photometric follow-up, using the ZTF survey (Bellm et al. 2019b) which aims to study the closeby dynamic Universe (Graham et al. 2019).",0.9,required dynamic field missing: supernova_name; required dynamic field missing: peak_magnitude; required dynamic field missing: filter_band; required dynamic field missing: decay_rate; record contains extraction warnings that require review,record contains extraction warnings that require review,,"{'min': 0.02, 'max': 0.09}",,,,ZTF survey,,,,,,,,,,,,,,,,,,
,,,,dyn_f620a5d5e5,progenitor_evidence,arxiv_2509_04073v1_ztf_sne_ia_dr2_towards_cosmology_grade_ztf_supernova_light_curves_using_scene_mo.pdf,pdf_text,3.0,2. Dataset,data,3.0,3.0,"The dataset comprises of 3628 Type Ia SNe in the redshift range 0.02 < z < 0.09. The dataset is spectroscopically complete up to z∼ 0.06 and has benefited from an exquisite photometric follow-up, using the ZTF survey (Bellm et al. 2019b) which aims to study the closeby dynamic Universe (Graham et al. 2019).",0.0,No specific progenitor model evidence mentioned for individual supernovae.; required dynamic field missing: supernova_name; required dynamic field missing: progenitor_model; record contains extraction warnings that require review; record confidence is below the review threshold,record contains extraction warnings that require review; record confidence is below the review threshold,,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_e390d803c6,light_curve_fits,arxiv_2509_04073v1_ztf_sne_ia_dr2_towards_cosmology_grade_ztf_supernova_light_curves_using_scene_mo.pdf,pdf_text,3.0,2. Dataset,data,3.0,3.0,"This paper has two objectives. First, to describe the pho-",0.0,No light curve fitting details provided in this excerpt.; required dynamic field missing: supernova_name; required dynamic field missing: fit_method; record contains extraction warnings that require review; record confidence is below the review threshold,record contains extraction warnings that require review; record confidence is below the review threshold,,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_32994b6d15,cross_survey_comparisons,arxiv_2509_04073v1_ztf_sne_ia_dr2_towards_cosmology_grade_ztf_supernova_light_curves_using_scene_mo.pdf,pdf_text,3.0,2. Dataset,data,3.0,3.0,"The dataset comprises of 3628 Type Ia SNe in the redshift range 0.02 < z < 0.09. The dataset is spectroscopically complete up to z∼ 0.06 and has benefited from an exquisite photometric follow-up, using the ZTF survey (Bellm et al. 2019b) which aims to study the closeby dynamic Universe (Graham et al. 2019).",0.0,No cross-survey comparisons reported in this excerpt.; required dynamic field missing: supernova_name; required dynamic field missing: metric_name; required dynamic field missing: source_1; required dynamic field missing: value_1; required dynamic field missing: source_2; required dynamic field missing: value_2; record contains extraction warnings that require review; record confidence is below the review threshold,record contains extraction warnings that require review; record confidence is below the review threshold,,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_d42fd0877f,other_required_fields,arxiv_2509_04073v1_ztf_sne_ia_dr2_towards_cosmology_grade_ztf_supernova_light_curves_using_scene_mo.pdf,pdf_text,3.0,2. Dataset,data,3.0,3.0,"The dataset comprises of 3628 Type Ia SNe in the redshift range 0.02 < z < 0.09. The dataset is spectroscopically complete up to z∼ 0.06 and has benefited from an exquisite photometric follow-up, using the ZTF survey (Bellm et al. 2019b) which aims to study the closeby dynamic Universe (Graham et al. 2019).",0.9,required dynamic field missing: metric_value; required dynamic field missing: unit; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,,,,,,,,,,Towards cosmology-grade ZTF supernova light curves using SceneMo,Supplementary materials not included in this excerpt,Photometric follow-up using ZTF survey; flux reconstruction with precision control,,,Redshift range: 0.02 < z < 0.09; spectroscopic completeness up to z ∼ 0.06,,,,,,
,,,,dyn_9febdf52d0,light_curve_fits,arxiv_0711_1375v2_light_curves_of_five_type_ia_supernovae_at_intermediate_redshift.pdf,pdf_text,6.0,4. Data Analysis,data,6.0,6.0,"For this work we chose the SALT2 method (Guy et al. 2007) to fit the light curves. In summary, SALT2 consists of three components; a model of the time dependent average SN Ia SED, light curve shape variation from the average, and a wavelength dependent function that warps the SED. Variation from the average SED is parametrised by a single light curve shape parameter,x1, chosen so that x1 = 0 corresponds to the average decline rate, and x1 < 0 and x1 > 0 represents fast and slow decline rates respectively. The deviation,c, from the mean SN Ia B − V colour at the time of B-band maximum is used to parameterise the contribution of the warping function. These two parameters are fitted for each SN together with the overall flux normalisation of the light curve x0, which is related to the peak B-band magnitude, and the time of the B-band maximum.",0.95,required dynamic field missing: supernova_name; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,,,,,SALT2,"['x1', 'c', 'x0', 'time of B-band maximum']",,,,,,,,,,,,,,,
,,,,dyn_98c732d56b,other_required_fields,arxiv_0711_1375v2_light_curves_of_five_type_ia_supernovae_at_intermediate_redshift.pdf,pdf_text,6.0,4. Data Analysis,data,6.0,6.0,"The lightcurve shape, x1, and colour, c, corrected peak B-band magnitude, meﬀB , is obtained as meﬀB = mB + αx · x1 − β · c, where the values αx = 0.13 ± 0.01 and β = 1.77 ± 0.16 (Guy et al. 2007) are used.",0.9,,,,,,,,,,,,,,,Light Curves of Five Type Ia Supernovae at Intermediate Redshift,Supplementary material not provided in this excerpt,SALT2,meff_B = mB + αx · x1 − β · c,magnitude,Color-corrected peak B-band magnitude using αx = 0.13 ± 0.01 and β = 1.77 ± 0.16,,,,,,
,,,,dyn_cff8ebc46c,light_curve_fits,arxiv_0711_1375v2_light_curves_of_five_type_ia_supernovae_at_intermediate_redshift.pdf,pdf_text,6.0,4. Data Analysis,data,6.0,6.0,"We concluded that omitting them from the ﬁt generally gives a worse goodness-of-ﬁt, but similar ﬁt results",0.0,required dynamic field missing: supernova_name; required dynamic field missing: fit_method; record contains extraction warnings that require review; record confidence is below the review threshold,record contains extraction warnings that require review; record confidence is below the review threshold,,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_6ffbf19c0f,other_required_fields,arxiv_0711_1375v2_light_curves_of_five_type_ia_supernovae_at_intermediate_redshift.pdf,pdf_text,6.0,4. Data Analysis,data,6.0,6.0,"We concluded that omitting them from the ﬁt generally gives a worse goodness-of-ﬁt, but similar ﬁt results",0.0,required dynamic field missing: paper_title; required dynamic field missing: material; required dynamic field missing: unit; record contains extraction warnings that require review; record confidence is below the review threshold,record contains extraction warnings that require review; record confidence is below the review threshold,,,,,,,,,,,,,,,"empirical colour correction factor, β, which if associated with reddening by dust along the line of sight, corresponds to the total",worse goodness-of-fit,,omitting them from the fit,,,,,,
,,,,dyn_4757621722,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_text,2.0,ABSTRACT,abstract,2.0,2.0,"We find that three such variables alone describe∼95% of the variance in our sample, and provide a clear delineation between over-luminous SN 91T events and under-luminous 91bg events.",0.95,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,Open Supernova Catalog (Guillochon et al. 2017),Dimensionality reduction using an implicit rank minimizing autoencoder; PCA for de-redshifting latent variables,95% of variance described by three latent variables,%,Three latent variables after de-redshifting,,,,,,
,,,,dyn_449fa164f4,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_text,2.0,ABSTRACT,abstract,2.0,2.0,"with considered filters 877,630 8,617",0.9,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,Open Supernova Catalog (Guillochon et al. 2017),Feature engineering and processing of photometric data from the Open Supernova Catalog,"8,617 supernovae with considered filters",supernovae,With considered filters,,,,,,
,,,,dyn_b0ce7169b6,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_text,2.0,ABSTRACT,abstract,2.0,2.0,"with at least 25 measurements 855,613 5,142",0.9,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,Open Supernova Catalog (Guillochon et al. 2017),Processing and feature engineering of photometric data,"5,142 supernovae with at least 25 measurements",supernovae,With at least 25 measurements,,,,,,
,,,,dyn_f98a2e7ad0,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_text,2.0,ABSTRACT,abstract,2.0,2.0,"pass quality cuts 1,273,185 14,460",0.9,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,Open Supernova Catalog (Guillochon et al. 2017),Data selection via quality cuts and filtering,"14,460 supernovae pass quality cuts",supernovae,Pass quality cuts,,,,,,
,,,,dyn_848765da63,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_text,2.0,ABSTRACT,abstract,2.0,2.0,"has host information 954,824 9,456",0.9,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,Open Supernova Catalog (Guillochon et al. 2017),Data selection based on host information availability,"9,456 supernovae have host information",supernovae,Has host information,,,,,,
,,,,dyn_f26f7f0af9,other_required_fields,arxiv_2401_06087v1_probing_the_diversity_of_type_ia_supernova_light_curves_in_the_open_supernova_ca.pdf,pdf_text,2.0,ABSTRACT,abstract,2.0,2.0,"After applying the selection cuts, 5,142 events with 855,613 measurements remained. Details of the effect of each cut are shown in table 1. We further select all events that were exclusively identified as Ia (as some events have multiple, different claimed types from different sources), often from spectroscopy. This leaves us with 3,640 unambiguous Ia events which have a combined 681,462 measurements.",0.95,,,,,,,,,,,,,,,Probing the Diversity of Type Ia Supernova Light Curves in the Open Supernova Catalog,Open Supernova Catalog (OACAPI),"Selection cuts based on photometric data availability, SNR, number of measurements, and classification as unambiguous Type Ia events","3,640",events,"Unambiguous Type Ia classification, complete host information, photometric data in 16 bands, SNR > 5, ≥25 measurements",,,,,,
,,,,dyn_fa88ded7c4,light_curve_metrics,arxiv_0908_0536v3_type_ia_supernova_light_curve_inference_hierarchical_bayesian_analysis_in_the_ne.pdf,pdf_text,1.0,ABSTRACT,abstract,1.0,1.0,We apply this framework to the JHKs SN Ia light curve data.,0.9,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; required dynamic field missing: decay_rate; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,JHKs,,PAIRITEL,,,,,,,,,,,,,,,,,,
,,,,dyn_2cf591d723,progenitor_evidence,arxiv_0908_0536v3_type_ia_supernova_light_curve_inference_hierarchical_bayesian_analysis_in_the_ne.pdf,pdf_text,1.0,ABSTRACT,abstract,1.0,1.0,The logical structure of the hierarchical model is represented by a directed acyclic graph.,0.7,No specific progenitor model is directly stated; 'no clear evidence' inferred from absence of discussion on progenitor systems.; required dynamic field missing: supernova_name; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,,,,,,,,,no clear evidence,,,,,,,,,,,,
,,,,dyn_edcb1e2815,light_curve_fits,arxiv_0908_0536v3_type_ia_supernova_light_curve_inference_hierarchical_bayesian_analysis_in_the_ne.pdf,pdf_text,1.0,ABSTRACT,abstract,1.0,1.0,"We construct a hierarchical Bayesian framework, incorporating several uncertainties including photometric error, peculiar velocities, dust extinction and intrinsic variations, for principled and coherent statistical inference.",0.9,required dynamic field missing: supernova_name; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,,,,,hierarchical Bayesian framework,"['photometric error', 'peculiar velocities', 'dust extinction', 'intrinsic variations']",0.1,,,,,,,,,,,,,,
,,,,dyn_092f9dde2f,cross_survey_comparisons,arxiv_0908_0536v3_type_ia_supernova_light_curve_inference_hierarchical_bayesian_analysis_in_the_ne.pdf,pdf_text,1.0,ABSTRACT,abstract,1.0,1.0,"The marginal intrinsic variances in peak absolute magnitudes are: σ(MJ ) = 0 .17 ± 0.03, σ(MH ) = 0 .11 ± 0.03, and σ(MKs ) = 0.19 ± 0.04.",0.8,No external source value provided for comparison; discrepancy reason is speculative.; required dynamic field missing: supernova_name; required dynamic field missing: value_2; record contains extraction warnings that require review,record contains extraction warnings that require review,,,,,,,,,,,,,,,,,,,marginal intrinsic variances in peak absolute magnitudes,this study,0.17,literature,,No direct comparison with literature values provided; only internal variance estimates reported.
,,,,dyn_42c7a854ca,other_required_fields,arxiv_0908_0536v3_type_ia_supernova_light_curve_inference_hierarchical_bayesian_analysis_in_the_ne.pdf,pdf_text,1.0,ABSTRACT,abstract,1.0,1.0,"The marginal intrinsic variances in peak absolute magnitudes are: σ(MJ ) = 0 .17 ± 0.03, σ(MH ) = 0 .11 ± 0.03, and σ(MKs ) = 0.19 ± 0.04.",0.95,,,,,,,,,,,,,,,A Hierarchical Bayesian Analysis of Type Ia Supernova Light Curves in the Near Infrared,PAI RITEL and literature data,hierarchical Bayesian framework with MCMC using Gibbs sampling,"0.17 ± 0.03, 0.11 ± 0.03, 0.19 ± 0.04",mag,"for marginal intrinsic variances in peak absolute magnitudes (MJ, MH, MKs)",,,,,,
,,,,dyn_d7250b9c26,light_curve_metrics,arxiv_0908_0536v3_type_ia_supernova_light_curve_inference_hierarchical_bayesian_analysis_in_the_ne.pdf,pdf_text,1.0,ABSTRACT,abstract,1.0,1.0,"The largest systematic uncertainty that limits the precision of rest-frame optical light curves is dust extinction in the host galaxy and the entanglement of dust reddening with the intrinsic color variations of SN (e.g., Conley et al. 2007).",0.0,required dynamic field missing: supernova_name; required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; required dynamic field missing: filter_band; required dynamic field missing: decay_rate; record contains extraction warnings that require review; record confidence is below the review threshold,record contains extraction warnings that require review; record confidence is below the review threshold,,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_f8fc2f3504,progenitor_evidence,arxiv_0908_0536v3_type_ia_supernova_light_curve_inference_hierarchical_bayesian_analysis_in_the_ne.pdf,pdf_text,1.0,ABSTRACT,abstract,1.0,1.0,"The largest systematic uncertainty that limits the precision of rest-frame optical light curves is dust extinction in the host galaxy and the entanglement of dust reddening with the intrinsic color variations of SN (e.g., Conley et al. 2007).",0.0,required dynamic field missing: supernova_name; required dynamic field missing: progenitor_model; record contains extraction warnings that require review; record confidence is below the review threshold,record contains extraction warnings that require review; record confidence is below the review threshold,,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_bcbf454737,light_curve_fits,arxiv_0908_0536v3_type_ia_supernova_light_curve_inference_hierarchical_bayesian_analysis_in_the_ne.pdf,pdf_text,1.0,ABSTRACT,abstract,1.0,1.0,"have included ∆ m15(B) (Phillips 1993; Hamuy et al. 1996b; Phillips et al. 1999), MLCS (Riess et al. 1996a, 1998; Jha et al. 2007), “stretch” (Goldhaber et al. 2001), CMAGIC (Wang et al. 2003), and SALT (Guy et al. 2005, 2007).",0.0,required dynamic field missing: supernova_name; required dynamic field missing: fit_method; record contains extraction warnings that require review; record confidence is below the review threshold,record contains extraction warnings that require review; record confidence is below the review threshold,,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_db437eaf20,cross_survey_comparisons,arxiv_0908_0536v3_type_ia_supernova_light_curve_inference_hierarchical_bayesian_analysis_in_the_ne.pdf,pdf_text,1.0,ABSTRACT,abstract,1.0,1.0,"have included ∆ m15(B) (Phillips 1993; Hamuy et al. 1996b; Phillips et al. 1999), MLCS (Riess et al. 1996a, 1998; Jha et al. 2007), “stretch” (Goldhaber et al. 2001), CMAGIC (Wang et al. 2003), and SALT (Guy et al. 2005, 2007).",0.0,required dynamic field missing: supernova_name; required dynamic field missing: metric_name; required dynamic field missing: source_1; required dynamic field missing: value_1; required dynamic field missing: source_2; required dynamic field missing: value_2; record contains extraction warnings that require review; record confidence is below the review threshold,record contains extraction warnings that require review; record confidence is below the review threshold,,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_f54aba3d1f,other_required_fields,arxiv_0908_0536v3_type_ia_supernova_light_curve_inference_hierarchical_bayesian_analysis_in_the_ne.pdf,pdf_text,1.0,ABSTRACT,abstract,1.0,1.0,"have included ∆ m15(B) (Phillips 1993; Hamuy et al. 1996b; Phillips et al. 1999), MLCS (Riess et al. 1996a, 1998; Jha et al. 2007), “stretch” (Goldhaber et al. 2001), CMAGIC (Wang et al. 2003), and SALT (Guy et al. 2005, 2007). The largest systematic uncertainty that limits the precision of rest-frame optical light curves is dust extinction in the host galaxy and the entanglement of dust reddening with the intrinsic color variations of SN (e.g., Conley et al. 2007).",0.0,required dynamic field missing: paper_title; required dynamic field missing: material; required dynamic field missing: method; required dynamic field missing: metric_value; required dynamic field missing: unit; required dynamic field missing: condition; record contains extraction warnings that require review; record confidence is below the review threshold; evidence text not found on recorded PDF page,record contains extraction warnings that require review; record confidence is below the review threshold,,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_4eee126213,light_curve_metrics,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,"SN 2011fe, n = 2 . 01 ± 0. 01 (Nugent et al. 2011);",0.95,required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; required dynamic field missing: filter_band; required dynamic field missing: decay_rate; record contains extraction warnings that require review,record contains extraction warnings that require review,SN 2011fe,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_72975a8453,light_curve_metrics,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,"SN 2010jn, n = 2. 3 ± 0. 6 (Hachinger et al. 2013);",0.9,required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; required dynamic field missing: filter_band; required dynamic field missing: decay_rate; record contains extraction warnings that require review,record contains extraction warnings that require review,SN 2010jn,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_f9c249b813,light_curve_metrics,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,"SN 2013dy, n = 2 . 24 ± 0. 08 (Zheng et al. 2013);",0.9,required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; required dynamic field missing: filter_band; required dynamic field missing: decay_rate; record contains extraction warnings that require review,record contains extraction warnings that require review,SN 2013dy,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_80d14fbcd1,light_curve_metrics,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,"SN 2014J, 2 . 94 ± 0. 20 (Zheng et al. 2014; Goobar et al. 2014).",0.95,required dynamic field missing: redshift; required dynamic field missing: peak_magnitude; required dynamic field missing: filter_band; required dynamic field missing: decay_rate; record contains extraction warnings that require review,record contains extraction warnings that require review,SN 2014J,,,,,,,,,,,,,,,,,,,,,,,
,,,,dyn_79298d89ae,progenitor_evidence,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,All of these studies found n /greaterorequalslant2. Such early-time data are particularly valuable for placing constraints on the progenitor (Nugent et al. 2011) and the physical processes within the ejecta (Piro & Nakar 2013).,0.85,,,SN 2011fe,,,,,,,,,,,no clear evidence,,,,,,,,,,,,
,,,,dyn_7f9bc775b7,progenitor_evidence,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,All of these studies found n /greaterorequalslant2. Such early-time data are particularly valuable for placing constraints on the progenitor (Nugent et al. 2011) and the physical processes within the ejecta (Piro & Nakar 2013).,0.85,,,SN 2014J,,,,,,,,,,,no clear evidence,,,,,,,,,,,,
,,,,dyn_2ca32852a5,light_curve_fits,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,"SN 2011fe, n = 2 . 01 ± 0. 01 (Nugent et al. 2011);",0.95,,,SN 2011fe,,,,,,,power-law fit,['exponent=n=2.01±0.01'],,,,,,,,,,,,,,,
,,,,dyn_2c53733ad6,light_curve_fits,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,"SN 2010jn, n = 2. 3 ± 0. 6 (Hachinger et al. 2013);",0.9,,,SN 2010jn,,,,,,,power-law fit,['exponent=n=2.3±0.6'],,,,,,,,,,,,,,,
,,,,dyn_b0dd716fed,light_curve_fits,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,"SN 2013dy, n = 2 . 24 ± 0. 08 (Zheng et al. 2013);",0.9,,,SN 2013dy,,,,,,,power-law fit,['exponent=n=2.24±0.08'],,,,,,,,,,,,,,,
,,,,dyn_38eacc4e4d,light_curve_fits,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,"SN 2014J, 2 . 94 ± 0. 20 (Zheng et al. 2014; Goobar et al. 2014).",0.95,,,SN 2014J,,,,,,,power-law fit,['exponent=n=2.94±0.20'],,,,,,,,,,,,,,,
,,,,dyn_5df4f59708,other_required_fields,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,"SN 2011fe, n = 2 . 01 ± 0. 01 (Nugent et al. 2011);",0.95,,,,,,,,,,,,,,,The Rising Light Curves of Type Ia Supernovae,Supplementary material not available in this excerpt,Power-law fitting to early light curve rise,2.01,dimensionless exponent,n ≥ 2,,,,,,
,,,,dyn_7689b02147,other_required_fields,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,"SN 2010jn, n = 2. 3 ± 0. 6 (Hachinger et al. 2013);",0.9,,,,,,,,,,,,,,,The Rising Light Curves of Type Ia Supernovae,Supplementary material not available in this excerpt,Power-law fitting to early light curve rise,2.3,dimensionless exponent,n ≥ 2,,,,,,
,,,,dyn_fc34431c79,other_required_fields,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,"SN 2013dy, n = 2 . 24 ± 0. 08 (Zheng et al. 2013);",0.9,,,,,,,,,,,,,,,The Rising Light Curves of Type Ia Supernovae,Supplementary material not available in this excerpt,Power-law fitting to early light curve rise,2.24,dimensionless exponent,n ≥ 2,,,,,,
,,,,dyn_c519a5114b,other_required_fields,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,"SN 2014J, 2 . 94 ± 0. 20 (Zheng et al. 2014; Goobar et al. 2014).",0.95,,,,,,,,,,,,,,,The Rising Light Curves of Type Ia Supernovae,Supplementary material not available in this excerpt,Power-law fitting to early light curve rise,2.94,dimensionless exponent,n ≥ 2,,,,,,
,,,,dyn_8e5bf1685e,other_required_fields,arxiv_1411_1064v1_the_rising_light_curves_of_type_ia_supernovae.pdf,pdf_text,3.0,The Rising Light Curves of SNe Ia 3,results,3.0,3.0,Figure 1. Flux prior to ﬁrst light for our entire sample. No ev- idence of a systematic oﬀset is found.,0.9,,,,,,,,,,,,,,,The Rising Light Curves of Type Ia Supernovae,Supplementary materials and observational data from multiple surveys,Parameterisation and fitting of early-time light curves using photometric data,No systematic offset found in flux prior to first light,flux units (not specified),"Prior to first light, for entire sample of 18 'normal' SNe Ia",,,,,,
,,,,dyn_c1575dcc8e,light_curve_metrics,arxiv_0807_1244v1_light_curve_studies_of_nearby_type_ia_supernovae_with_a_multi_band_stretch_metho.pdf,pdf_text,7.0,5 SUB GROUP OF TYPE IA SUPERNOVAE,results,7.0,7.0,Table 4. Average absolute magnitudes (r.m.s.) and stretch factors (r.m.s.) B-band −18.79 (0.76) 0.96 (0.12) 108,0.5,required dynamic field missing: supernova_name; required dynamic field missing: redshift; record contains extraction warnings that require review; evidence text not found on recorded PDF page,record contains extraction warnings that require review,,,-18.79,B-band,0.96,,,,,,,,,,,,,,,,,,,
